"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,55","2019-06-28"
"BlackRock Investment Management (UK) Limited","freenet AG","DE000A0Z2ZZ5","1,18","2019-06-28"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,61","2019-06-28"
"CQS (UK) LLP","LEG Immobilien AG","DE000LEG1110","1,33","2019-06-28"
"Kintbury Capital LLP","ProSiebenSat.1 Media SE","DE000PSM7770","0,57","2019-06-28"
"Marshall Wace LLP","Dialog Semiconductor GmbH","GB0059822006","1,62","2019-06-28"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","1,09","2019-06-27"
"GSA Capital Partners LLP","LEONI AG","DE0005408884","0,79","2019-06-27"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,38","2019-06-27"
"Citadel Advisors LLC","LANXESS Aktiengesellschaft","DE0005470405","1,22","2019-06-27"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","2,64","2019-06-27"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","0,88","2019-06-27"
"Marshall Wace LLP","CECONOMY AG","DE0007257503","0,79","2019-06-27"
"Marshall Wace LLP","thyssenkrupp AG","DE0007500001","0,96","2019-06-27"
"JPMorgan Asset Management (UK) Ltd","RIB Software SE","DE000A0Z2XN6","0,49","2019-06-27"
"GLG Partners LP","freenet AG","DE000A0Z2ZZ5","1,10","2019-06-27"
"Marshall Wace LLP","METRO AG","DE000BFB0019","0,97","2019-06-27"
"AHL Partners LLP","OSRAM Licht AG","DE000LED4000","0,58","2019-06-27"
"CQS (UK) LLP","LEG Immobilien AG","DE000LEG1110","1,24","2019-06-27"
"Millennium International Management LP","Aroundtown SA","LU1673108939","0,61","2019-06-27"
"Ennismore Fund Management Limited","S&T AG","AT0000A0E9W5","0,94","2019-06-26"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","1,12","2019-06-26"
"Citadel Advisors II LLC","LEONI AG","DE0005408884","0,96","2019-06-26"
"D. E. Shaw & Co., L.P.","LEONI AG","DE0005408884","0,66","2019-06-26"
"GSA Capital Partners LLP","LEONI AG","DE0005408884","0,80","2019-06-26"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,43","2019-06-26"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,90","2019-06-26"
"Millennium International Management LP","MorphoSys AG","DE0006632003","0,57","2019-06-26"
"Marshall Wace LLP","CECONOMY AG","DE0007257503","0,80","2019-06-26"
"Marshall Wace LLP","thyssenkrupp AG","DE0007500001","1,03","2019-06-26"
"Citadel Europe LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,01","2019-06-26"
"Citadel Europe LLP","TAG Immobilien AG","DE0008303504","0,57","2019-06-26"
"Marshall Wace LLP","HUGO BOSS AG","DE000A1PHFF7","0,69","2019-06-26"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","1,31","2019-06-26"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,57","2019-06-26"
"AQR Capital Management, LLC","OSRAM Licht AG","DE000LED4000","3,57","2019-06-26"
"Davidson Kempner European Partners, LLP","OSRAM Licht AG","DE000LED4000","0,91","2019-06-26"
"WorldQuant, LLC","OSRAM Licht AG","DE000LED4000","0,52","2019-06-26"
"CQS (UK) LLP","LEG Immobilien AG","DE000LEG1110","1,16","2019-06-26"
"Polygon Global Partners LLP","SAF-Holland S.A.","LU0307018795","0,31","2019-06-26"
"GLG Partners LP","CORESTATE CAPITAL HOLDING S.A.","LU1296758029","0,93","2019-06-26"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,47","2019-06-25"
"AQR Capital Management, LLC","United Internet AG","DE0005089031","1,92","2019-06-25"
"AHL Partners LLP","Aareal Bank AG","DE0005408116","0,91","2019-06-25"
"Gladstone Capital Management LLP","Dürr Aktiengesellschaft","DE0005565204","0,60","2019-06-25"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","ENCAVIS AG","DE0006095003","0,92","2019-06-25"
"BlackRock Institutional Trust Company, National Association","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","1,10","2019-06-25"
"JPMorgan Asset Management (UK) Ltd","RIB Software SE","DE000A0Z2XN6","0,65","2019-06-25"
"BlackRock Investment Management (UK) Limited","freenet AG","DE000A0Z2ZZ5","1,28","2019-06-25"
"BlackRock Investment Management (UK) Limited","METRO AG","DE000BFB0019","0,28","2019-06-25"
"AQR Capital Management, LLC","OSRAM Licht AG","DE000LED4000","3,64","2019-06-25"
"Davidson Kempner European Partners, LLP","OSRAM Licht AG","DE000LED4000","0,78","2019-06-25"
"WorldQuant, LLC","TUI AG","DE000TUAG000","0,79","2019-06-25"
"Maple Rock Capital Partners","Siltronic AG","DE000WAF3001","0,69","2019-06-25"
"Marshall Wace LLP","Zalando SE","DE000ZAL1111","1,29","2019-06-25"
"Voleon Capital Management LP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,69","2019-06-24"
"Citadel Europe LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,90","2019-06-24"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","1,03","2019-06-24"
"Voleon Capital Management LP","AIXTRON SE","DE000A0WMPJ6","0,90","2019-06-24"
"Marshall Wace LLP","Delivery Hero SE","DE000A2E4K43","0,57","2019-06-24"
"Marshall Wace LLP","METRO AG","DE000BFB0019","1,09","2019-06-24"
"AHL Partners LLP","K+S Aktiengesellschaft","DE000KSAG888","0,69","2019-06-24"
"Millennium International Management LP","K+S Aktiengesellschaft","DE000KSAG888","0,50","2019-06-24"
"Squarepoint Ops LLC","Blue Apron Holdings Inc","US09523Q2003","0,80","2019-06-24"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,55","2019-06-21"
"Ennismore Fund Management Limited","zooplus AG","DE0005111702","1,40","2019-06-21"
"Marshall Wace LLP","Bayerische Motoren Werke Aktiengesellschaft","DE0005190003","0,49","2019-06-21"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,58","2019-06-21"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","2,52","2019-06-21"
"Marshall Wace LLP","1&1 Drillisch Aktiengesellschaft","DE0005545503","0,52","2019-06-21"
"Citadel Europe LLP","HeidelbergCement AG","DE0006047004","0,52","2019-06-21"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","0,99","2019-06-21"
"AQR Capital Management, LLC","RWE Aktiengesellschaft","DE0007037129","0,90","2019-06-21"
"AQR Capital Management, LLC","thyssenkrupp AG","DE0007500001","3,22","2019-06-21"
"Citadel Europe LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,72","2019-06-21"
"WorldQuant, LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,02","2019-06-21"
"Citadel Europe LLP","Nordex SE","DE000A0D6554","0,75","2019-06-21"
"Kuvari Partners LLP","Nordex Energy GmbH","DE000A0D6554","0,51","2019-06-21"
"BNP PARIBAS SA","MTU Aero Engines AG","DE000A0D9PT0","0,50","2019-06-21"
"Marshall Wace LLP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,69","2019-06-21"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","0,90","2019-06-21"
"GLG Partners LP","Software Aktiengesellschaft","DE000A2GS401","0,83","2019-06-21"
"Citadel Advisors II LLC","Klöckner & Co SE","DE000KC01000","0,58","2019-06-21"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","1,20","2019-06-21"
"Squarepoint Ops LLC","TUI AG","DE000TUAG000","0,49","2019-06-21"
"Maple Rock Capital Partners","Siltronic AG","DE000WAF3001","1,09","2019-06-21"
"AQR Capital Management, LLC","Zalando SE","DE000ZAL1111","1,39","2019-06-21"
"Polygon Global Partners LLP","SAF-Holland S.A.","LU0307018795","0,53","2019-06-21"
"Ennismore Fund Management Limited","S&T AG","AT0000A0E9W5","0,80","2019-06-20"
"Ennismore Fund Management Limited","zooplus AG","DE0005111702","1,33","2019-06-20"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","1,28","2019-06-20"
"Gladstone Capital Management LLP","Dürr Aktiengesellschaft","DE0005565204","0,53","2019-06-20"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,80","2019-06-20"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,82","2019-06-20"
"Marshall Wace LLP","Daimler AG","DE0007100000","0,68","2019-06-20"
"JPMorgan Asset Management (UK) Ltd","RIB Software SE","DE000A0Z2XN6","0,78","2019-06-20"
"BlackRock Investment Management (UK) Limited","freenet AG","DE000A0Z2ZZ5","1,39","2019-06-20"
"GLG Partners LP","freenet AG","DE000A0Z2ZZ5","1,09","2019-06-20"
"AQR Capital Management, LLC","Telefónica Deutschland Holding AG","DE000A1J5RX9","0,50","2019-06-20"
"Marshall Wace LLP","METRO AG","DE000BFB0019","1,19","2019-06-20"
"Davidson Kempner European Partners, LLP","OSRAM Licht AG","DE000LED4000","0,68","2019-06-20"
"Ennismore Fund Management Limited","S&T AG","AT0000A0E9W5","0,72","2019-06-19"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,68","2019-06-19"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","2,44","2019-06-19"
"AHL Partners LLP","Salzgitter Aktiengesellschaft","DE0006202005","0,59","2019-06-19"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,79","2019-06-19"
"AQR Capital Management, LLC","RWE Aktiengesellschaft","DE0007037129","0,82","2019-06-19"
"AQR Capital Management, LLC","thyssenkrupp AG","DE0007500001","3,11","2019-06-19"
"WorldQuant, LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,97","2019-06-19"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,57","2019-06-19"
"WorldQuant, LLC","TUI AG","DE000TUAG000","0,89","2019-06-19"
"Marshall Wace LLP","Dialog Semiconductor GmbH","GB0059822006","1,72","2019-06-19"
"Squarepoint Ops LLC","Blue Apron Holdings Inc","US09523Q2003","0,71","2019-06-19"
"Ennismore Fund Management Limited","S&T AG","AT0000A0E9W5","0,61","2019-06-18"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,68","2019-06-18"
"Ennismore Fund Management Limited","zooplus AG","DE0005111702","1,27","2019-06-18"
"Caxton Associates LP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,44","2019-06-18"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","1,39","2019-06-18"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,78","2019-06-18"
"Systematica Investments Limited","LEONI AG","DE0005408884","0,48","2019-06-18"
"Engadine Partners LLP","Bilfinger SE","DE0005909006","0,34","2019-06-18"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,78","2019-06-18"
"AQR Capital Management, LLC","Infineon Technologies AG","DE0006231004","0,66","2019-06-18"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","1,09","2019-06-18"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,80","2019-06-18"
"AQR Capital Management, LLC","CECONOMY AG","DE0007257503","1,09","2019-06-18"
"Marshall Wace LLP","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,99","2019-06-18"
"Marshall Wace LLP","Deutsche EuroShop AG","DE0007480204","0,92","2019-06-18"
"BlackRock Institutional Trust Company, National Association","thyssenkrupp AG","DE0007500001","0,69","2019-06-18"
"Citadel Europe LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,56","2019-06-18"
"WorldQuant, LLC","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,89","2019-06-18"
"Marshall Wace LLP","SMA Solar Technology AG","DE000A0DJ6J9","0,61","2019-06-18"
"BODENHOLM CAPITAL AB","Gerresheimer AG","DE000A0LD6E6","0,82","2019-06-18"
"AHL Partners LLP","AIXTRON SE","DE000A0WMPJ6","1,28","2019-06-18"
"AQR Capital Management, LLC","Delivery Hero SE","DE000A2E4K43","1,40","2019-06-18"
"Marshall Wace LLP","METRO AG","DE000BFB0019","1,26","2019-06-18"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","1,13","2019-06-18"
"AQR Capital Management, LLC","OSRAM Licht AG","DE000LED4000","3,77","2019-06-18"
"Park West Asset Management LLC","TUI AG","DE000TUAG000","0,20","2019-06-18"
"Polar Capital LLP","Siltronic AG","DE000WAF3001","1,36","2019-06-18"
"AQR Capital Management, LLC","Zalando SE","DE000ZAL1111","1,40","2019-06-18"
"Squarepoint Ops LLC","Blue Apron Holdings Inc","US09523Q2003","0,66","2019-06-18"
"AHL Partners LLP","Aareal Bank AG","DE0005408116","0,82","2019-06-17"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,89","2019-06-17"
"Citadel Advisors LLC","LANXESS Aktiengesellschaft","DE0005470405","1,10","2019-06-17"
"Marshall Wace LLP","Bilfinger SE","DE0005909006","0,80","2019-06-17"
"Citadel Europe LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,61","2019-06-17"
"Citadel Europe LLP","MTU Aero Engines AG","DE000A0D9PT0","1,60","2019-06-17"
"BODENHOLM CAPITAL AB","Gerresheimer AG","DE000A0LD6E6","0,75","2019-06-17"
"GLG Partners LP","freenet AG","DE000A0Z2ZZ5","1,19","2019-06-17"
"Odey Asset Management LLP","GRENKE AG","DE000A161N30","0,84","2019-06-17"
"Marshall Wace LLP","HUGO BOSS AG","DE000A1PHFF7","0,70","2019-06-17"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,68","2019-06-17"
"Marshall Wace LLP","TUI AG","DE000TUAG000","1,22","2019-06-17"
"AQR Capital Management, LLC","Zalando SE","DE000ZAL1111","1,39","2019-06-17"
"Marshall Wace LLP","Dialog Semiconductor PLC","GB0059822006","1,62","2019-06-17"
"Millennium International Management LP","Aroundtown SA","LU1673108939","0,59","2019-06-17"
"Squarepoint Ops LLC","Blue Apron Holdings Inc","US09523Q2003","0,70","2019-06-17"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,73","2019-06-14"
"AQR Capital Management, LLC","United Internet AG","DE0005089031","1,81","2019-06-14"
"Half Sky Capital (UK) Ltd","zooplus AG","DE0005111702","0,66","2019-06-14"
"Marshall Wace LLP","Bayerische Motoren Werke Aktiengesellschaft","DE0005190003","0,50","2019-06-14"
"Marshall Wace LLP","LEONI AG","DE0005408884","3,93","2019-06-14"
"BODENHOLM CAPITAL AB","CANCOM SE","DE0005419105","0,82","2019-06-14"
"AQR Capital Management, LLC","thyssenkrupp AG","DE0007500001","3,04","2019-06-14"
"BODENHOLM CAPITAL AB","Gerresheimer AG","DE000A0LD6E6","0,63","2019-06-14"
"AHL Partners LLP","AIXTRON SE","DE000A0WMPJ6","1,13","2019-06-14"
"JPMorgan Asset Management (UK) Ltd","AIXTRON SE","DE000A0WMPJ6","0,77","2019-06-14"
"Davidson Kempner European Partners, LLP","OSRAM Licht AG","DE000LED4000","0,59","2019-06-14"
"Odey Asset Management LLP","Siltronic AG","DE000WAF3001","0,64","2019-06-14"
"GLG Partners LP","CORESTATE CAPITAL HOLDING S.A.","LU1296758029","0,81","2019-06-14"
"Millennium International Management LP","AROUNDTOWN","LU1673108939","0,60","2019-06-14"
"Marshall Wace LLP","LEONI AG","DE0005408884","4,00","2019-06-13"
"Systematica Investments Limited","LEONI AG","DE0005408884","0,58","2019-06-13"
"BODENHOLM CAPITAL AB","CANCOM SE","DE0005419105","1,05","2019-06-13"
"Citadel Europe LLP","LANXESS Aktiengesellschaft","DE0005470405","2,32","2019-06-13"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,70","2019-06-13"
"Oxford Asset Management","PUMA SE","DE0006969603","0,19","2019-06-13"
"Marshall Wace LLP","CECONOMY AG","DE0007257503","0,70","2019-06-13"
"Marshall Wace LLP","freenet AG","DE000A0Z2ZZ5","0,58","2019-06-13"
"Odey Asset Management LLP","GRENKE AG","DE000A161N30","0,79","2019-06-13"
"Marshall Wace LLP","Telefónica Deutschland Holding AG","DE000A1J5RX9","0,15","2019-06-13"
"Marshall Wace LLP","HUGO BOSS AG","DE000A1PHFF7","0,69","2019-06-13"
"Canada Pension Plan Investment Board","Klöckner & Co SE","DE000KC01000","1,30","2019-06-13"
"Citadel Advisors II LLC","Klöckner & Co SE","DE000KC01000","0,62","2019-06-13"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","1,03","2019-06-13"
"AQR Capital Management, LLC","OSRAM Licht AG","DE000LED4000","3,89","2019-06-13"
"Marshall Wace LLP","Tele Columbus AG","DE000TCAG172","0,60","2019-06-13"
"BlackRock Investment Management (UK) Limited","Siltronic AG","DE000WAF3001","1,11","2019-06-13"
"Polar Capital LLP","Siltronic AG","DE000WAF3001","1,16","2019-06-13"
"Marshall Wace LLP","Dialog Semiconductor GmbH","GB0059822006","1,52","2019-06-13"
"Millennium International Management LP","AROUNDTOWN","LU1673108939","0,59","2019-06-13"
"Half Sky Capital (UK) Ltd","zooplus AG","DE0005111702","0,55","2019-06-12"
"Marshall Wace LLP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","1,47","2019-06-12"
"Oxford Asset Management","PUMA SE","DE0006969603","0,20","2019-06-12"
"AQR Capital Management, LLC","thyssenkrupp AG","DE0007500001","2,93","2019-06-12"
"BlackRock Institutional Trust Company, National Association","thyssenkrupp AG","DE0007500001","0,70","2019-06-12"
"Odey Asset Management LLP","GRENKE AG","DE000A161N30","0,67","2019-06-12"
"Petrus Advisers Ltd","CYAN AG","DE000A2E4SV8","0,79","2019-06-12"
"Citadel Advisors II LLC","Klöckner & Co SE","DE000KC01000","0,55","2019-06-12"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","0,99","2019-06-12"
"Voleon Capital Management LP","Klöckner & Co SE","DE000KC01000","0,47","2019-06-12"
"Millennium International Management LP","AROUNDTOWN","LU1673108939","0,60","2019-06-12"
"Caxton Associates LP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,56","2019-06-11"
"Citadel Advisors II LLC","LEONI AG","DE0005408884","1,06","2019-06-11"
"Millennium International Management LP","LEONI AG","DE0005408884","0,48","2019-06-11"
"Systematica Investments Limited","LEONI AG","DE0005408884","0,65","2019-06-11"
"Melvin Capital Management LP","Evotec SE","DE0005664809","3,40","2019-06-11"
"Marshall Wace LLP","MERCK Kommanditgesellschaft auf Aktien","DE0006599905","0,48","2019-06-11"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","1,17","2019-06-11"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,69","2019-06-11"
"BlackRock Investment Management (UK) Limited","freenet AG","DE000A0Z2ZZ5","1,40","2019-06-11"
"Canada Pension Plan Investment Board","Klöckner & Co SE","DE000KC01000","1,21","2019-06-11"
"Marshall Wace LLP","Klöckner & Co SE","DE000KC01000","1,02","2019-06-11"
"Voleon Capital Management LP","Klöckner & Co SE","DE000KC01000","0,50","2019-06-11"
"Citadel Europe LLP","K+S Aktiengesellschaft","DE000KSAG888","2,02","2019-06-11"
"Marshall Wace LLP","Dialog Semiconductor GmbH","GB0059822006","1,41","2019-06-11"
"Millennium International Management LP","AROUNDTOWN","LU1673108939","0,59","2019-06-11"
"Connor, Clark & Lunn Investment Management Ltd","TOM TAILOR Holding SE","DE000A0STST2","0,78","2019-06-10"
"GSA Capital Partners LLP","LEONI AG","DE0005408884","0,79","2019-06-07"
"Millennium International Management LP","LEONI AG","DE0005408884","0,50","2019-06-07"
"Arrowstreet Capital, Limited Partnership","MorphoSys AG","DE0006632003","1,00","2019-06-07"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,70","2019-06-07"
"AQR Capital Management, LLC","RWE Aktiengesellschaft","DE0007037129","0,71","2019-06-07"
"BODENHOLM CAPITAL AB","Koenig & Bauer AG","DE0007193500","1,25","2019-06-07"
"AQR Capital Management, LLC","thyssenkrupp AG","DE0007500001","2,81","2019-06-07"
"Citadel Europe LLP","MTU Aero Engines AG","DE000A0D9PT0","1,50","2019-06-07"
"AKO Capital LLP","Gerresheimer AG","DE000A0LD6E6","1,36","2019-06-07"
"Tower House Partners LLP","Gerresheimer Group GmbH","DE000A0LD6E6","0,96","2019-06-07"
"Voleon Capital Management LP","AIXTRON SE","DE000A0WMPJ6","0,82","2019-06-07"
"JPMorgan Asset Management (UK) Ltd","RIB Software SE","DE000A0Z2XN6","0,97","2019-06-07"
"Marshall Wace LLP","HUGO BOSS AG","DE000A1PHFF7","0,79","2019-06-07"
"Citadel Europe LLP","K+S Aktiengesellschaft","DE000KSAG888","1,92","2019-06-07"
"AQR Capital Management, LLC","OSRAM Licht AG","DE000LED4000","3,98","2019-06-07"
"Tower House Partners LLP","ProSiebenSat.1 Media SE","DE000PSM7770","0,48","2019-06-07"
"BlackRock Investment Management (UK) Limited","Siltronic AG","DE000WAF3001","1,22","2019-06-07"
"OCH-ZIFF MANAGEMENT EUROPE LIMITED","ADLER Real Estate Aktiengesellschaft","DE0005008007","0,88","2019-06-06"
"Caxton Associates LP","DEUTSCHE BANK AKTIENGESELLSCHAFT","DE0005140008","0,63","2019-06-06"
"Citadel Europe LLP","LEONI AG","DE0005408884","1,16","2019-06-06"
"Millennium International Management LP","LEONI AG","DE0005408884","0,49","2019-06-06"
"BlackRock Investment Management (UK) Limited","Bilfinger SE","DE0005909006","2,90","2019-06-06"
"WorldQuant, LLC","Aurubis AG","DE0006766504","0,69","2019-06-06"
